snp_batchaaaaaaaabp	2.9545e-01	2.4331e-01	3.6169e-01	
snp_batchaaaaaaaabq	1.0107e-01	-1.3023e-01	-1.2586e-01	
snp_batchaaaaaaaabr	1.4417e-01	2.2406e-01	2.4879e-01	
snp_batchaaaaaaaabs	1.9525e-01	-6.6165e-02	-2.0432e-01	
snp_batchaaaaaaaabt	1.3402e-01	1.0226e-02	-1.6650e-01	
snp_batchaaaaaaaabu	1.4797e-01	1.9519e-01	1.5630e-01	
snp_batchaaaaaaaabv	6.6474e-01	3.5609e-01	4.1062e-01	
snp_batchaaaaaaaabw	1.3751e-01	-2.2376e-01	-2.4889e-01	
snp_batchaaaaaaaabx	1.7152e-01	-1.8707e-01	-3.1350e-01	
snp_batchaaaaaaaaby	1.3798e-01	1.4316e-01	9.1422e-02	
snp_batchaaaaaaaabz	3.0952e-01	-1.6271e-01	-3.0574e-01	
snp_batchaaaaaaaaca	9.6109e-02	-3.4887e-02	-1.4156e-01	
snp_batchaaaaaaaacb	1.1949e-01	-5.6541e-02	-1.0370e-01	
snp_batchaaaaaaaacc	1.9093e+00	-4.7910e-01	-5.2852e-01	
snp_batchaaaaaaaacd	1.0235e-01	3.6090e-03	-8.9729e-02	
snp_batchaaaaaaaace	1.2587e-01	-2.1293e-01	-2.2961e-01	
snp_batchaaaaaaaacf	1.8896e-01	1.8135e-01	2.3425e-01	
snp_batchaaaaaaaacg	2.5510e-01	1.4286e-01	6.7319e-02	
snp_batchaaaaaaaach	1.9848e-01	-2.1233e-01	-3.0793e-01	
snp_batchaaaaaaaaci	2.0192e-01	1.2632e-02	1.6576e-02	
snp_batchaaaaaaaacj	1.6136e-01	1.9038e-01	1.2436e-01	
snp_batchaaaaaaaack	1.5074e-01	9.3233e-03	-7.3144e-02	
snp_batchaaaaaaaacl	9.8340e-02	-1.0827e-01	-1.9147e-01	
snp_batchaaaaaaaacm	1.3556e-01	-1.7143e-02	-9.8749e-02	
snp_batchaaaaaaaacn	5.0358e+01	5.6541e-01	7.1539e-01	
snp_batchaaaaaaaaco	1.8161e-01	1.0226e-01	8.4104e-02	
snp_batchaaaaaaaacp	1.7870e-01	-1.2180e-01	-1.2636e-01	
snp_batchaaaaaaaacq	1.7041e-01	2.1594e-01	1.7857e-01	
snp_batchaaaaaaaacr	2.0671e-01	-1.4677e-01	-2.9756e-01	
snp_batchaaaaaaaacs	1.1945e-01	1.0376e-01	-1.7031e-02	
snp_batchaaaaaaaact	5.8514e-01	-2.9594e-01	-3.6332e-01	
snp_batchaaaaaaaacu	1.2180e-01	-5.7444e-02	-2.4252e-01	
snp_batchaaaaaaaacv	1.1000e-01	-1.9850e-02	-1.4218e-01	
snp_batchaaaaaaaacw	5.1693e-01	-3.8977e-01	-4.9034e-01	
snp_batchaaaaaaaacx	1.3225e-01	2.1835e-01	2.9871e-01	
snp_batchaaaaaaaacy	1.5523e-01	1.0226e-01	1.3378e-01	
snp_batchaaaaaaaacz	1.6134e-01	1.2000e-01	1.7592e-01	
snp_batchaaaaaaaada	1.6491e-01	8.0000e-02	5.9920e-02	
snp_batchaaaaaaaadb	9.9354e-02	1.8617e-01	1.0438e-01	
snp_batchaaaaaaaadc	3.5497e-01	2.8782e-01	3.4161e-01	
snp_batchaaaaaaaadd	1.9456e-01	-8.0000e-02	-2.0809e-01	
snp_batchaaaaaaaade	2.9159e-01	-1.7414e-01	-2.7259e-01	
snp_batchaaaaaaaadf	1.8343e-01	-2.8902e-01	-3.1742e-01	
snp_batchaaaaaaaadg	2.2194e-01	-1.6632e-01	-2.6769e-01	
snp_batchaaaaaaaadh	2.1470e-01	-2.4150e-01	-3.5270e-01	
snp_batchaaaaaaaadi	2.5295e-01	-1.8105e-01	-3.0419e-01	
snp_batchaaaaaaaadj	1.7206e-01	1.4165e-01	1.5080e-01	
snp_batchaaaaaaaadk	1.0430e-01	2.0752e-02	6.9701e-02	
snp_batchaaaaaaaadl	1.0185e-01	-2.9774e-02	-1.5254e-02	
snp_batchaaaaaaaadm	1.2523e+00	3.8707e-01	4.9060e-01	
snp_batchaaaaaaaadn	4.7187e-01	3.8466e-01	4.0505e-01	
snp_batchaaaaaaaado	4.1586e-01	-1.4286e-01	-3.3600e-01	
snp_batchaaaaaaaadp	9.8415e-02	8.2707e-02	5.1415e-02	
snp_batchaaaaaaaadq	1.6446e-01	-1.0857e-01	-2.5613e-01	
snp_batchaaaaaaaadr	2.7778e-01	-2.6015e-01	-4.0248e-01	
snp_batchaaaaaaaads	1.0752e-01	-1.0496e-01	-2.1161e-01	
snp_batchaaaaaaaadt	1.7009e-01	-9.2030e-02	-1.5837e-01	
snp_batchaaaaaaaadu	1.2525e-01	6.3158e-03	-8.6764e-02	
snp_batchaaaaaaaadv	1.8221e-01	2.1835e-01	2.8809e-01	
snp_batchaaaaaaaadw	3.3846e-01	1.9970e-01	2.8774e-01	
snp_batchaaaaaaaadx	3.6427e+00	-3.6000e-01	-5.6518e-01	
snp_batchaaaaaaaady	1.6474e-01	-3.5789e-02	-1.4406e-01	
snp_batchaaaaaaaadz	8.3903e-02	-3.6090e-03	-1.0853e-01	
snp_batchaaaaaaaaea	2.5249e-01	2.5865e-01	2.9581e-01	
snp_batchaaaaaaaaeb	8.8681e-02	-6.1053e-02	-1.2040e-01	
snp_batchaaaaaaaaec	2.3818e-01	-1.7684e-01	-2.9287e-01	
snp_batchaaaaaaaaed	1.2443e-01	-1.1248e-01	-2.0274e-01	
snp_batchaaaaaaaaee	1.0991e-01	-1.3955e-01	-1.6862e-01	
snp_batchaaaaaaaaef	1.7945e-01	-1.4737e-02	-1.5492e-01	
snp_batchaaaaaaaaeg	1.4364e-01	1.2241e-01	2.6640e-02	
snp_batchaaaaaaaaeh	1.2211e-01	-7.2180e-02	-9.2077e-02	
snp_batchaaaaaaaaei	2.5608e-01	3.0165e-01	2.9135e-01	
snp_batchaaaaaaaaej	9.0405e-01	-2.2165e-01	-4.5356e-01	
snp_batchaaaaaaaaek	1.7729e-01	2.3850e-01	2.7989e-01	
snp_batchaaaaaaaael	2.1901e-01	2.9143e-01	3.5005e-01	
snp_batchaaaaaaaaem	4.8944e+00	4.8632e-01	5.6233e-01	
snp_batchaaaaaaaaen	3.1956e-01	-3.9609e-01	-4.0786e-01	
snp_batchaaaaaaaaeo	2.3651e-01	3.2902e-01	3.2207e-01	
snp_batchaaaaaaaaep	2.2620e-01	-1.4015e-01	-2.0630e-01	
snp_batchaaaaaaaaeq	1.6019e-01	-1.7744e-02	-5.0928e-02	
snp_batchaaaaaaaaer	1.2754e-01	8.9023e-02	1.0845e-01	
snp_batchaaaaaaaaes	1.9251e-01	-1.5248e-01	-3.1882e-01	
snp_batchaaaaaaaaet	2.7386e-01	-2.8632e-01	-3.9420e-01	
snp_batchaaaaaaaaeu	1.6370e-01	-7.9098e-02	-2.1331e-01	
snp_batchaaaaaaaaev	1.0885e-01	-7.0075e-02	3.6468e-02	
snp_batchaaaaaaaaew	1.2991e-01	-1.8226e-01	-3.1289e-01	
snp_batchaaaaaaaaex	5.4624e-01	-3.8677e-01	-4.5039e-01	
snp_batchaaaaaaaaey	8.9179e-02	-1.0767e-01	-4.2201e-02	
snp_batchaaaaaaaaez	1.0622e-01	-1.8045e-02	-8.9167e-02	
snp_batchaaaaaaaafa	1.1888e-01	9.8346e-02	8.9305e-02	
snp_batchaaaaaaaafb	2.3169e-01	3.4376e-01	3.0550e-01	
snp_batchaaaaaaaafc	9.2340e-02	1.8045e-01	5.4076e-02	
snp_batchaaaaaaaafd	1.1197e-01	-2.1383e-01	-1.9162e-01	
snp_batchaaaaaaaafe	1.0011e-01	-4.8120e-03	-5.0219e-03	
snp_batchaaaaaaaaff	1.0039e-01	-1.3323e-01	-1.6023e-01	
snp_batchaaaaaaaafg	7.5907e+00	4.7128e-01	6.3290e-01	
snp_batchaaaaaaaafh	2.6736e-01	-1.5910e-01	-3.5052e-01	
snp_batchaaaaaaaafi	8.4515e-02	9.7444e-02	7.5014e-02	
snp_batchaaaaaaaafj	1.1956e+00	-4.1263e-01	-5.3104e-01	
snp_batchaaaaaaaafk	1.0362e-01	-7.6391e-02	-1.7294e-01	
snp_batchaaaaaaaafl	7.2646e-01	-3.2150e-01	-4.9193e-01	
snp_batchaaaaaaaafm	5.7508e+00	-4.5474e-01	-6.2375e-01	
snp_batchaaaaaaaafn	5.1773e+00	5.0346e-01	5.7917e-01	
snp_batchaaaaaaaafo	1.4542e-01	3.3985e-02	8.7066e-02	
snp_batchaaaaaaaafp	1.8601e-01	-9.3835e-02	-1.8938e-01	
snp_batchaaaaaaaafq	1.4152e-01	1.7143e-02	-5.5614e-02	
snp_batchaaaaaaaafr	1.3655e-01	5.3534e-02	-4.1445e-02	
snp_batchaaaaaaaafs	1.2939e-01	-2.2496e-01	-2.5809e-01	
snp_batchaaaaaaaaft	1.0886e-01	6.0150e-03	-9.6112e-03	
snp_batchaaaaaaaafu	3.5680e-01	-2.5293e-01	-3.6211e-01	
snp_batchaaaaaaaafv	2.6411e-01	-2.9233e-01	-4.0791e-01	
snp_batchaaaaaaaafw	6.7331e+01	4.4030e-01	5.7040e-01	
snp_batchaaaaaaaafx	1.2009e-01	-1.0195e-01	-1.4237e-01	
snp_batchaaaaaaaafy	1.3331e-01	2.4060e-03	-5.7207e-02	
snp_batchaaaaaaaafz	2.2103e-01	-1.6541e-01	-2.4744e-01	
snp_batchaaaaaaaaga	3.9269e-01	3.1218e-01	3.6885e-01	
snp_batchaaaaaaaagb	5.2920e-01	3.7113e-01	4.0815e-01	
snp_batchaaaaaaaagc	2.9016e+00	3.2902e-01	4.0573e-01	
snp_batchaaaaaaaagd	1.0988e-01	-5.0526e-02	-1.5977e-01	
snp_batchaaaaaaaage	1.1299e-01	1.9519e-01	1.2380e-01	
snp_batchaaaaaaaagf	2.1013e-01	3.4436e-01	3.6051e-01	
snp_batchaaaaaaaagg	1.1238e+00	-2.8722e-01	-4.3646e-01	
snp_batchaaaaaaaagh	1.6543e-01	1.7714e-01	8.8645e-02	
snp_batchaaaaaaaagi	1.9445e-01	2.6015e-01	2.0871e-01	
snp_batchaaaaaaaagj	2.3502e-01	2.2045e-01	3.0767e-01	
snp_batchaaaaaaaagk	8.3518e-02	2.0752e-02	7.4215e-02	
snp_batchaaaaaaaagl	1.3956e-01	-5.6541e-02	-7.6823e-02	
snp_batchaaaaaaaagm	1.2078e+00	2.9684e-01	3.9303e-01	
snp_batchaaaaaaaagn	1.0834e-01	-1.7444e-02	-3.9784e-02	
snp_batchaaaaaaaago	1.0165e-01	-1.6872e-01	-2.6114e-01	
snp_batchaaaaaaaagp	1.1534e-01	-5.2331e-02	-1.3277e-01	
snp_batchaaaaaaaagq	8.7218e-02	1.2571e-01	3.3726e-02	
snp_batchaaaaaaaagr	1.3295e+02	5.5699e-01	6.8321e-01	
snp_batchaaaaaaaags	5.8395e-01	-4.7188e-01	-5.4668e-01	
snp_batchaaaaaaaagt	2.4855e-01	1.4677e-01	9.3859e-02	
snp_batchaaaaaaaagu	1.3745e-01	1.8586e-01	1.0159e-01	
snp_batchaaaaaaaagv	3.9577e-01	-3.8075e-01	-3.9752e-01	
snp_batchaaaaaaaagw	9.8852e-02	-7.4586e-02	-1.0981e-01	
snp_batchaaaaaaaagx	7.9649e-02	-2.7068e-03	-2.4740e-02	
snp_batchaaaaaaaagy	5.2044e-01	-2.9053e-01	-3.8609e-01	
snp_batchaaaaaaaagz	1.8423e-01	-2.2767e-01	-2.6429e-01	
snp_batchaaaaaaaaha	5.4940e+01	5.9248e-01	6.5553e-01	
snp_batchaaaaaaaahb	7.3152e-02	1.6571e-01	6.5718e-02	
snp_batchaaaaaaaahc	1.1321e-01	-1.5820e-01	-2.7582e-01	
snp_batchaaaaaaaahd	8.5339e-02	-1.3504e-01	-1.8675e-01	
snp_batchaaaaaaaahe	3.2489e+00	3.1489e-01	3.1321e-01	
snp_batchaaaaaaaahf	6.1272e+00	5.5729e-01	6.1780e-01	
snp_batchaaaaaaaahg	1.8430e-01	-2.0782e-01	-2.9465e-01	
snp_batchaaaaaaaahh	1.3201e-01	-1.7805e-01	-2.1850e-01	
snp_batchaaaaaaaahi	2.8041e+00	5.1338e-01	6.0129e-01	
snp_batchaaaaaaaahj	1.5429e-01	1.8947e-01	1.4278e-01	
snp_batchaaaaaaaahk	2.7763e+00	-3.3955e-01	-5.7815e-01	
snp_batchaaaaaaaahl	2.9321e-01	-2.7038e-01	-3.9986e-01	
snp_batchaaaaaaaahm	1.0916e-01	1.3865e-01	1.1310e-01	
snp_batchaaaaaaaahn	1.4746e-01	-1.5639e-02	-2.2802e-02	
snp_batchaaaaaaaaho	1.4458e-01	1.9699e-01	1.7956e-01	
snp_batchaaaaaaaahp	1.2374e-01	-1.0496e-01	-1.7735e-01	
snp_batchaaaaaaaahq	1.7928e-01	-1.6752e-01	-2.6437e-01	
snp_batchaaaaaaaahr	5.7237e-01	3.8135e-01	4.1457e-01	
snp_batchaaaaaaaahs	1.2683e-01	-4.1504e-02	-2.4002e-01	
snp_batchaaaaaaaaht	1.0616e+00	3.2722e-01	3.4534e-01	
snp_batchaaaaaaaahu	3.3368e-01	2.8511e-01	3.3588e-01	
snp_batchaaaaaaaahv	1.7205e+01	4.3789e-01	5.9160e-01	
snp_batchaaaaaaaahw	1.3248e-01	1.0195e-01	1.3817e-01	
snp_batchaaaaaaaahx	1.4117e-01	-1.9068e-01	-2.7384e-01	
snp_batchaaaaaaaahy	1.5049e+00	-3.6421e-01	-5.1820e-01	
snp_batchaaaaaaaahz	7.8746e-01	4.0932e-01	4.1260e-01	
snp_batchaaaaaaaaia	1.6291e-01	1.2602e-01	3.1758e-02	
snp_batchaaaaaaaaib	8.9406e-01	-1.8857e-01	-4.3610e-01	
snp_batchaaaaaaaaic	7.2067e-02	-3.0977e-02	-9.2429e-02	
snp_batchaaaaaaaaid	4.2810e-01	1.9789e-01	2.3326e-01	
snp_batchaaaaaaaaie	3.5776e-01	-3.0647e-01	-4.3648e-01	
snp_batchaaaaaaaaif	1.0899e-01	1.0797e-01	2.9806e-02	
snp_batchaaaaaaaaig	1.5471e-01	-1.5008e-01	-2.3492e-01	
snp_batchaaaaaaaaih	1.7739e-01	-7.0376e-02	-1.6673e-01	
snp_batchaaaaaaaaii	1.8504e-01	-3.0677e-01	-3.6818e-01	
snp_batchaaaaaaaaij	1.1745e-01	9.6541e-02	9.7259e-02	
snp_batchaaaaaaaaik	6.7890e-02	-5.4135e-03	-3.5720e-02	
snp_batchaaaaaaaail	1.8584e+01	4.9835e-01	6.0348e-01	
snp_batchaaaaaaaaim	2.1313e-01	1.7414e-01	2.0830e-01	
snp_batchaaaaaaaain	1.0449e-01	-1.3353e-01	-1.5245e-01	
snp_batchaaaaaaaaio	1.1679e-01	2.5383e-01	2.0577e-01	
snp_batchaaaaaaaaip	9.3248e-02	-2.2256e-02	1.6646e-02	
snp_batchaaaaaaaaiq	2.0537e-01	-1.9699e-01	-2.7588e-01	
snp_batchaaaaaaaair	1.2283e+00	-3.4827e-01	-5.0904e-01	
snp_batchaaaaaaaais	9.1914e-01	3.0195e-01	4.4698e-01	
snp_batchaaaaaaaait	1.7779e-01	-8.9925e-02	-1.8422e-01	
snp_batchaaaaaaaaiu	1.3321e-01	-1.4556e-01	-2.7887e-01	
snp_batchaaaaaaaaiv	3.0664e-01	-2.9865e-01	-4.2687e-01	
snp_batchaaaaaaaaiw	1.3719e+00	3.6511e-01	4.2529e-01	
snp_batchaaaaaaaaix	8.9245e-02	1.7173e-01	1.9486e-01	
snp_batchaaaaaaaaiy	2.7988e-01	3.0556e-01	3.6008e-01	
snp_batchaaaaaaaaiz	3.8314e-01	3.0797e-01	2.6504e-01	
snp_batchaaaaaaaaja	1.4417e-01	-2.0090e-01	-2.2044e-01	
snp_batchaaaaaaaajb	1.4848e-01	9.1128e-02	3.5286e-02	
snp_batchaaaaaaaajc	8.8801e-02	-1.1669e-01	-1.5067e-01	
snp_batchaaaaaaaajd	1.4643e-01	-1.0496e-01	-7.3641e-02	
snp_batchaaaaaaaaje	2.9572e-01	-2.5023e-01	-3.9886e-01	
snp_batchaaaaaaaajf	4.9920e-01	3.0075e-01	4.1013e-01	
snp_batchaaaaaaaajg	1.2917e+00	3.9609e-01	4.9159e-01	
snp_batchaaaaaaaajh	2.0660e-01	-2.6075e-01	-2.8463e-01	
snp_batchaaaaaaaaji	5.4539e-01	-3.4707e-01	-4.5046e-01	
snp_batchaaaaaaaajj	1.3435e+00	4.2887e-01	4.7385e-01	
snp_batchaaaaaaaajk	2.4195e-01	1.4586e-01	1.7916e-01	
snp_batchaaaaaaaajl	2.9764e-01	-1.6511e-01	-3.0621e-01	
snp_batchaaaaaaaajm	2.9818e-01	-2.1323e-01	-4.0182e-01	
snp_batchaaaaaaaajn	4.0865e-01	1.5489e-01	2.3559e-01	
snp_batchaaaaaaaajo	1.4082e-01	7.1278e-02	5.1157e-02	
snp_batchaaaaaaaajp	7.8657e+00	3.9429e-01	5.3445e-01	
snp_batchaaaaaaaajq	7.4533e+01	4.8120e-01	6.8742e-01	
snp_batchaaaaaaaajr	2.6930e-01	-1.3564e-01	-3.2862e-01	
snp_batchaaaaaaaajs	1.5540e-01	-1.0887e-01	-7.9012e-02	
snp_batchaaaaaaaajt	1.4572e-01	-4.6015e-02	-4.1891e-02	
snp_batchaaaaaaaaju	1.3214e-01	1.5940e-02	-6.4170e-02	
snp_batchaaaaaaaajv	1.8295e+00	4.3489e-01	4.5541e-01	
snp_batchaaaaaaaajw	7.3106e-01	4.1173e-01	4.8085e-01	
snp_batchaaaaaaaajx	2.2215e-01	-1.7865e-01	-3.0424e-01	
snp_batchaaaaaaaajy	1.3140e-01	1.0526e-01	6.0332e-03	
snp_batchaaaaaaaajz	1.2331e-01	1.1820e-01	-6.8846e-03	
snp_batchaaaaaaaaka	9.8296e-02	1.0617e-01	2.1072e-02	
snp_batchaaaaaaaakb	1.3574e-01	-4.2105e-02	-2.1778e-01	
snp_batchaaaaaaaakc	1.6447e-01	-7.5188e-03	-1.3834e-01	
snp_batchaaaaaaaakd	2.1598e-01	-1.2782e-01	-2.6336e-01	
snp_batchaaaaaaaake	1.6209e-01	-6.1654e-02	-1.1895e-01	
snp_batchaaaaaaaakf	1.4806e-01	9.4737e-02	1.0602e-01	
snp_batchaaaaaaaakg	7.9541e-02	-1.0617e-01	-1.2587e-01	
snp_batchaaaaaaaakh	6.8578e-01	-2.6466e-01	-4.2737e-01	
snp_batchaaaaaaaaki	4.1602e-01	-3.3504e-01	-4.2437e-01	
snp_batchaaaaaaaakj	2.2426e-01	-1.9338e-01	-3.2445e-01	
snp_batchaaaaaaaakk	2.6343e-01	-1.1880e-01	-2.4641e-01	
snp_batchaaaaaaaakl	1.2165e-01	-1.3353e-01	-2.7018e-01	
snp_batchaaaaaaaakm	8.9379e-01	-3.2361e-01	-5.0614e-01	
snp_batchaaaaaaaakn	2.8427e-01	2.5353e-01	3.3747e-01	
snp_batchaaaaaaaako	1.7602e+00	-4.9534e-01	-5.6191e-01	
snp_batchaaaaaaaakp	7.9391e-02	-1.7143e-01	-1.8693e-01	
snp_batchaaaaaaaakq	1.3942e-01	-8.0301e-02	-1.0902e-01	
snp_batchaaaaaaaakr	9.7068e-02	9.5338e-02	6.3920e-02	
snp_batchaaaaaaaaks	4.6203e-01	2.9444e-01	3.7151e-01	
snp_batchaaaaaaaakt	1.3381e-01	1.1398e-01	4.1423e-02	
snp_batchaaaaaaaaku	1.4910e-01	6.0150e-04	-4.5325e-02	
snp_batchaaaaaaaakv	1.9187e-01	-3.9098e-02	-1.7991e-01	
snp_batchaaaaaaaakw	9.4352e-01	3.9850e-01	3.7744e-01	
snp_batchaaaaaaaakx	1.0371e-01	8.7519e-02	2.8244e-02	
snp_batchaaaaaaaaky	1.2769e-01	-1.9850e-01	-2.4828e-01	
snp_batchaaaaaaaakz	8.0057e-02	1.9248e-01	1.5097e-01	
snp_batchaaaaaaaala	3.8222e-01	2.8571e-01	2.5607e-01	
snp_batchaaaaaaaalb	2.0210e-01	1.0556e-01	1.7078e-01	
snp_batchaaaaaaaalc	1.5346e+00	-4.4992e-01	-5.8037e-01	
snp_batchaaaaaaaald	1.2049e-01	1.2632e-02	-7.5231e-03	
snp_batchaaaaaaaale	9.3411e-02	3.6090e-02	4.4504e-02	
snp_batchaaaaaaaalf	1.0590e-01	-1.0376e-01	-1.4167e-01	
snp_batchaaaaaaaalg	1.5711e-01	7.7594e-02	4.1431e-02	
snp_batchaaaaaaaalh	5.3568e-01	-2.6647e-01	-4.2569e-01	
snp_batchaaaaaaaali	9.2183e-02	1.0647e-01	8.8948e-02	
snp_batchaaaaaaaalj	2.1362e-01	1.1308e-01	2.5184e-01	
snp_batchaaaaaaaalk	3.3027e-01	2.5835e-01	2.1969e-01	
snp_batchaaaaaaaall	2.9388e-01	3.4466e-01	3.8858e-01	
snp_batchaaaaaaaalm	6.6570e-01	-3.0406e-01	-4.7674e-01	
snp_batchaaaaaaaaln	1.5986e-01	-5.2632e-02	-1.3043e-02	
snp_batchaaaaaaaalo	1.9259e-01	-7.9098e-02	-1.6215e-01	
snp_batchaaaaaaaalp	1.6614e-01	-2.7068e-01	-3.9750e-01	
snp_batchaaaaaaaalq	9.1241e-02	7.5489e-02	6.3461e-05	
snp_batchaaaaaaaalr	1.3329e-01	-3.0586e-01	-2.7216e-01	
snp_batchaaaaaaaals	1.6662e-01	-1.5308e-01	-2.7111e-01	
snp_batchaaaaaaaalt	9.9169e-02	-2.9173e-02	-9.7909e-03	
snp_batchaaaaaaaalu	2.9592e-01	-2.6647e-01	-3.9593e-01	
snp_batchaaaaaaaalv	2.2014e+02	5.6571e-01	6.6037e-01	
snp_batchaaaaaaaalw	1.2549e-01	9.9248e-02	4.6432e-02	
snp_batchaaaaaaaalx	1.9577e-01	-1.2902e-01	-2.3632e-01	
snp_batchaaaaaaaaly	1.5599e-01	2.5865e-02	-2.1271e-02	
snp_batchaaaaaaaalz	1.2491e-01	-1.4767e-01	-2.5930e-01	
snp_batchaaaaaaaama	1.3537e-01	-1.4977e-01	-2.1769e-01	
snp_batchaaaaaaaamb	1.3765e+00	-4.1353e-01	-5.7784e-01	
snp_batchaaaaaaaamc	2.4062e-01	-2.1654e-01	-2.9894e-01	
snp_batchaaaaaaaamd	1.4865e-01	1.4556e-01	1.3537e-01	
snp_batchaaaaaaaame	1.2782e-01	-1.0226e-01	-2.0048e-01	
snp_batchaaaaaaaamf	1.1894e-01	-4.6015e-02	-5.5984e-02	
snp_batchaaaaaaaamg	1.4673e-01	-1.5158e-01	-1.5120e-01	
snp_batchaaaaaaaamh	1.5222e-01	6.1053e-02	2.6118e-02	
snp_batchaaaaaaaami	2.0162e-01	2.0391e-01	1.8306e-01	
snp_batchaaaaaaaamj	2.9389e+00	4.4932e-01	5.1712e-01	
snp_batchaaaaaaaamk	9.4215e-02	2.3759e-02	5.9988e-02	
snp_batchaaaaaaaaml	1.0914e-01	-9.3534e-02	-1.4245e-01	
snp_batchaaaaaaaamm	2.5227e-01	-2.0571e-01	-3.0495e-01	
snp_batchaaaaaaaamn	9.1668e-02	3.9098e-03	-2.7470e-02	
snp_batchaaaaaaaamo	1.3899e-01	8.4211e-02	2.9391e-03	
snp_batchaaaaaaaamp	1.5180e-01	1.7744e-01	8.1870e-02	
snp_batchaaaaaaaamq	2.4890e-01	2.9444e-01	2.8093e-01	
snp_batchaaaaaaaamr	1.5831e-01	-2.2045e-01	-1.6197e-01	
snp_batchaaaaaaaams	1.2281e-01	4.0902e-02	3.6253e-02	
snp_batchaaaaaaaamt	5.1286e-01	-2.4992e-01	-4.2403e-01	
snp_batchaaaaaaaamu	2.3366e-01	2.8842e-01	2.9087e-01	
snp_batchaaaaaaaamv	1.1027e-01	-1.3383e-01	-2.2147e-01	
snp_batchaaaaaaaamw	7.7356e-01	4.1474e-01	4.8876e-01	
snp_batchaaaaaaaamx	8.8686e-02	5.4135e-02	5.5850e-02	
snp_batchaaaaaaaamy	2.5683e-01	-2.1263e-01	-2.9544e-01	
snp_batchaaaaaaaamz	1.0218e-01	-2.3128e-01	-2.8307e-01	
snp_batchaaaaaaaana	1.5873e-01	-1.9368e-01	-2.8056e-01	
snp_batchaaaaaaaanb	1.0340e-01	-7.6090e-02	-1.2937e-01	
