"","chr","pos","Eigenvector 1","Eigenvector 2","Eigenvector 3","Eigenvector 4","chr_F"
"49","chr2",6133763,0.44230115397692,0.0763084738305234,0.159446811063779,0.624817503649927,"chr2"
"50","chr2",6762692,0.762844743105138,0.785984280314394,0.839463210735785,0.504419911601768,"chr2"
"51","chr2",7857232,0.346523069538609,0.207205855882882,0.0585488290234195,0.624817503649927,"chr2"
"52","chr2",8519839,0.490330193396132,0.447811043779124,0.403321933561329,0.624817503649927,"chr2"
"53","chr2",9109568,0.328183436331273,0.394622107557849,0.20332593348133,0.999330013399732,"chr2"
"54","chr2",9603663,0.605587888242235,0.229465410691786,0.293414131717366,0.284584308313834,"chr2"
"55","chr2",10625008,0.0889082218355633,0.199166016679666,0.117247655046899,0.757994840103198,"chr2"
"56","chr2",10997221,0.70877582448351,0.498960020799584,0.167046659066819,0.105317893642127,"chr2"
"57","chr2",11437091,0.876912461750765,0.879882402351953,0.775094498110038,0.757994840103198,"chr2"
"58","chr2",11863531,0.469240615187696,0.242765144697106,0.27617447651047,0.105317893642127,"chr2"
"59","chr2",12581613,0.775864482710346,0.52329953400932,0.476940461190776,0.911001779964401,"chr2"
"60","chr2",13492439,0.25682486350273,0.453460930781384,0.727615447691046,0.105317893642127,"chr2"
"61","chr2",14247885,0.405141897162057,0.182826343473131,0.188346233075338,0.105317893642127,"chr2"
"62","chr2",14889577,0.0652186956260875,0.153706925861483,0.377962440751185,0.105317893642127,"chr2"
"63","chr2",15321928,0.966720665586688,0.950330993380132,0.731955360892782,0.757994840103198,"chr2"
"64","chr2",15778111,0.76677466450671,0.605667886642267,0.816193676126477,0.105317893642127,"chr2"
"65","chr2",16169125,0.371762564748705,0.740505189896202,0.894802103957921,0.105317893642127,"chr2"
"66","chr2",16747081,0.216745665086698,0.276984460310794,0.232585348293034,0.504419911601768,"chr2"
"67","chr2",17131788,0.0481090378192436,0.110727785444291,0.196146077078458,0.284584308313834,"chr2"
"68","chr2",17994651,0.178256434871303,0.254764904701906,0.282984340313194,0.977020459590808,"chr2"
"69","chr2",18932998,0.158526829463411,0.0754484910301794,0.0938381232375353,0.624817503649927,"chr2"
"70","chr2",19620942,0.227005459890802,0.0957980840383192,0.0956480870382592,0.757994840103198,"chr2"
"71","chr2",20491946,0.642627147457051,0.698616027679446,0.546159076818464,0.105317893642127,"chr2"
"72","chr2",21077295,0.0783984320313594,0.0531589368212636,0.23817523649527,0.504419911601768,"chr2"
"73","chr2",21802228,0.208945821083578,0.293204135917282,0.608497830043399,0.624817503649927,"chr2"
"74","chr2",22533357,0.820463590728185,0.898072038559229,0.969560608787824,0.284584308313834,"chr2"
"75","chr2",23382303,0.336613267734645,0.286254274914502,0.389532209355813,0.105317893642127,"chr2"
"76","chr2",24002090,0.22482550348993,0.395532089358213,0.252204955900882,0.624817503649927,"chr2"
"77","chr2",24930606,0.116957660846783,0.127117457650847,0.224955500889982,0.0198296034079318,"chr2"
"78","chr2",25797528,0.355402891942161,0.466170676586468,0.356532869342613,0.757994840103198,"chr2"
"79","chr2",26355449,0.379852402951941,0.183286334273315,0.169336613267735,0.757994840103198,"chr2"
"80","chr2",27048809,0.915981680366393,0.922841543169137,0.842283154336913,0.284584308313834,"chr2"
"81","chr2",27493128,0.974540509189816,0.911991760164797,0.826463470730585,0.504419911601768,"chr2"
"82","chr2",27810167,0.624157516849663,0.49070018599628,0.756064878702426,0.284584308313834,"chr2"
"83","chr2",28318866,0.803683926321474,0.659936801263975,0.717855642887142,0.284584308313834,"chr2"
"84","chr2",28975293,0.607357852842943,0.505179896402072,0.424281514369713,0.624817503649927,"chr2"
"85","chr2",29689247,0.201195976080478,0.315113697726045,0.26657466850663,0.0198296034079318,"chr2"
"86","chr2",30274335,0.621147577048459,0.582078358432831,0.251534969300614,0.624817503649927,"chr2"
"87","chr2",30915914,0.118347633047339,0.139037219255615,0.00859982800343993,0.977020459590808,"chr2"
"88","chr2",31499085,0.810943781124377,0.775854482910342,0.72677546449071,0.911001779964401,"chr2"
"89","chr2",31948090,0.893402131957361,0.175556488870223,0.0409091818163637,0.977020459590808,"chr2"
"90","chr2",32375702,0.961110777784444,0.974160516789664,0.73072538549229,0.284584308313834,"chr2"
"91","chr3",11809,0.190706185876282,0.172336553268935,0.0369192616147677,0.105317893642127,"chr3"
"92","chr3",505538,0.297734045319094,0.197366052678946,0.311093778124438,0.105317893642127,"chr3"
"93","chr3",858349,0.106847863042739,0.20452590948181,0.195416091678166,0.0198296034079318,"chr3"
"94","chr3",1281115,0.662276754464911,0.51319973600528,0.122217555648887,0.504419911601768,"chr3"
"95","chr3",1708712,0.116067678646427,0.114997700045999,0.193716125677486,0.00292994140117198,"chr3"
"96","chr3",2088591,0.382052358952821,0.24587508249835,0.487740245195096,0.284584308313834,"chr3"
"97","chr3",2397430,0.420491590168197,0.522669546609068,0.681116377672447,0.105317893642127,"chr3"
"98","chr3",2757532,0.76672466550669,0.841403171936561,0.46220075598488,0.105317893642127,"chr3"
"99","chr3",3564485,0.526389472210556,0.437711245775085,0.600807983840323,0.284584308313834,"chr3"
"100","chr3",4033006,0.69837603247935,0.523439531209376,0.399232015359693,0.911001779964401,"chr3"
"101","chr3",4543597,0.611987760244795,0.738615227695446,0.845633087338253,0.0198296034079318,"chr3"
"102","chr3",5015961,0.79127417451651,0.404851902961941,0.250194996100078,0.624817503649927,"chr3"
"103","chr3",5579156,0.377752444951101,0.142767144657107,0.0724685506289874,0.757994840103198,"chr3"
"104","chr3",6078904,0.339313213735725,0.213115737685246,0.0957580848383032,0.624817503649927,"chr3"
"105","chr3",6568000,0.700235995280094,0.744695106097878,0.503719925601488,0.105317893642127,"chr3"
"106","chr3",7476396,0.0248995020099598,0.0499190016199676,0.0665486690266195,0.284584308313834,"chr3"
"107","chr3",8064007,0.80807383852323,0.93980120397592,0.978910421791564,0.504419911601768,"chr3"
"108","chr3",8873068,0.750784984300314,0.605597888042239,0.507689846203076,0.948571028579428,"chr3"
"109","chr3",9871906,0.299494010119798,0.456460870782584,0.519369612607748,0.504419911601768,"chr3"
"110","chr3",10828925,0.661886762264755,0.401321973560529,0.465220695586088,0.624817503649927,"chr3"
"111","chr3",12319828,0.871682566348673,0.785604287914242,0.840683186336273,0.837253254934901,"chr3"
"112","chr3",14133606,0.879792404151917,0.953760924781504,0.899412011759765,0.837253254934901,"chr3"
"113","chr3",15958584,0.182756344873103,0.290634187316254,0.29407411851763,0.284584308313834,"chr3"
"114","chr3",17968777,0.0234095318093638,0.0169796604067919,0.0197096058078838,0.284584308313834,"chr3"
"115","chr3",19367487,0.326933461330773,0.382142357152857,0.323743525129497,0.948571028579428,"chr3"
"116","chr3",20591521,0.282944341113178,0.320533589328213,0.444331113377732,0.105317893642127,"chr3"
"117","chr3",21847302,0.422071558568829,0.310943781124378,0.383112337753245,0.105317893642127,"chr3"
"118","chr3",22465255,0.727315453690926,0.759414811703766,0.618367632647347,0.624817503649927,"chr3"
"119","chr3",23051559,0.169346613067739,0.0960780784384312,0.152106957860843,0.837253254934901,"chr3"
"120","chr3",23750347,0.193956120877582,0.281184376312474,0.365072698546029,0.284584308313834,"chr3"
"121","chr3",24399735,0.705705885882282,0.649787004259915,0.50019999600008,0.105317893642127,"chr3"
"122","chr3",24984305,0.30977380452391,0.461410771784564,0.685116297674046,0.284584308313834,"chr3"
"123","chr3",25595176,0.738515229695406,0.810713785724286,0.468510629787404,0.988680226395472,"chr3"
"124","chr3",26794105,0.721715565688686,0.333313333733325,0.22977540449191,0.837253254934901,"chr3"
"125","chr3",27317764,0.698946021079578,0.658966820663587,0.367322653546929,0.624817503649927,"chr3"
"126","chr3",27624295,0.45430091398172,0.655796884062319,0.673906521869563,0.624817503649927,"chr3"
"127","chr3",28048898,0.784344313113738,0.754264914701706,0.629497410051799,0.837253254934901,"chr3"
"128","chr3",28833301,0.938531229375412,0.882342353152937,0.921061578768425,0.911001779964401,"chr3"
"129","chr3",29539654,0.678386432271355,0.546219075618488,0.367782644347113,0.284584308313834,"chr3"
"130","chr3",30169056,0.650496990060199,0.466890662186756,0.792584148317034,0.504419911601768,"chr3"
"131","chr3",30866924,0.710055798884022,0.912181756364873,0.913491730165397,0.105317893642127,"chr3"
"132","chr3",31522393,0.425941481170377,0.522759544809104,0.164706705865883,0.284584308313834,"chr3"
"133","chr4",54620,0.79767404651907,0.831253374932501,0.391052178956421,0.837253254934901,"chr4"
"134","chr4",1276469,0.812703745925082,0.637887242255155,0.73877522449551,0.837253254934901,"chr4"
"135","chr4",1631112,0.139617207655847,0.0312593748125037,0.0940781184376313,0.757994840103198,"chr4"
"136","chr4",2274368,0.106007879842403,0.214805703885922,0.297134057318854,0.284584308313834,"chr4"
"137","chr4",3228089,0.258734825303494,0.156786864262715,0.143427131457371,0.504419911601768,"chr4"
"138","chr4",3986152,0.804183916321674,0.788644227115458,0.658146837063259,0.105317893642127,"chr4"
"139","chr4",4401708,0.862032759344813,0.927561448771025,0.948181036379272,0.837253254934901,"chr4"
"140","chr4",4818433,0.0455490890182196,0.131407371852563,0.171386572268555,0.0198296034079318,"chr4"
"141","chr4",5453092,0.817083658326833,0.672616547669047,0.568538629227415,0.0198296034079318,"chr4"
"142","chr4",5900055,0.517339653206936,0.636237275254495,0.785494290114198,0.105317893642127,"chr4"
"143","chr4",6774518,0.0277394452110958,0.0662986740265195,0.224305513889722,0.105317893642127,"chr4"
"144","chr4",7321276,0.0341093178136437,0.0844983100337993,0.153096938061239,0.284584308313834,"chr4"
"145","chr4",7995999,0.206915861682766,0.241635167296654,0.451690966180676,0.0198296034079318,"chr4"
"146","chr4",8599786,0.55129897402052,0.503639927201456,0.745365092698146,0.105317893642127,"chr4"
"147","chr4",9117460,0.974560508789824,0.958720825583488,0.893282134357313,0.837253254934901,"chr4"
"148","chr4",9807447,0.24512509749805,0.30052398952021,0.590098198036039,0.504419911601768,"chr4"
"149","chr4",10298847,0.336993260134797,0.402151956960861,0.249365012699746,0.105317893642127,"chr4"
"150","chr4",10882010,0.0371292574148517,0.0169296614067719,0.108737825243495,0.0198296034079318,"chr4"
"151","chr4",11752554,0.932821343573129,0.765114697706046,0.905301893962121,0.284584308313834,"chr4"
"152","chr4",12301138,0.149797004059919,0.0635287294254115,0.164096718065639,0.284584308313834,"chr4"
"153","chr4",12867350,0.360462790744185,0.115167696646067,0.0568988620227595,0.00292994140117198,"chr4"
"154","chr4",13873080,0.0857882842343153,0.155566888662227,0.187996240075199,0.105317893642127,"chr4"
"155","chr4",15309278,0.453930921381572,0.433141337173257,0.50559988800224,0.105317893642127,"chr4"
"156","chr4",16060312,0.287194256114878,0.135187296254075,0.100617987640247,0.284584308313834,"chr4"
"157","chr4",16427105,0.877992440151197,0.850682986340273,0.957420851582968,0.624817503649927,"chr4"
"158","chr4",17241620,0.619837603247935,0.772804543909122,0.462730745385092,0.757994840103198,"chr4"
"159","chr4",18086611,0.113327733445331,0.0332993340133197,0.141747165056699,0.837253254934901,"chr4"
"160","chr4",18813712,0.901531969360613,0.924111517769645,0.827133457330853,0.105317893642127,"chr4"
"161","chr4",19541639,0.631567368652627,0.778984420311594,0.864272714545709,0.105317893642127,"chr4"
"162","chr4",20790152,0.313023739525209,0.406641867162657,0.609507809843803,0.837253254934901,"chr4"
"163","chr4",21487430,0.505539889202216,0.753514929701406,0.851142977140457,0.504419911601768,"chr4"
"164","chr4",22111378,0.98660026799464,0.972110557788844,0.618837623247535,0.911001779964401,"chr4"
"165","chr4",22574566,0.305153896922062,0.395952080958381,0.371332573348533,0.504419911601768,"chr4"
"166","chr4",23205576,0.305063898722026,0.25492490150197,0.0859582808343833,0.00292994140117198,"chr4"
"167","chr4",25070422,0.649927001459971,0.811853762924742,0.682026359472811,0.284584308313834,"chr4"
"168","chr4",25791058,0.707535849283014,0.516929661406772,0.19777604447911,0.284584308313834,"chr4"
"169","chr4",27313092,0.733355332893342,0.497570048599028,0.272854542909142,0.624817503649927,"chr4"
"170","chr4",28216270,0.0686586268274634,0.172526549469011,0.332993340133197,0.105317893642127,"chr4"
"171","chr4",29130351,0.420831583368333,0.633827323453531,0.708205835883282,0.995660086798264,"chr4"
"172","chr4",29579426,0.0866482670346593,0.0302293954120918,0.0279594408111838,0.504419911601768,"chr4"
"173","chr4",30280843,0.711855762884742,0.809243815123697,0.878822423551529,0.105317893642127,"chr4"
"174","chr4",31245579,0.000619987600247995,0.00107997840043199,0.00112997740045199,0.837253254934901,"chr4"
"175","chr5",125,0.412091758164837,0.128427431451371,0.121627567448651,0.837253254934901,"chr5"
"176","chr5",538910,0.171226575468491,0.374852502949941,0.368552628947421,0.504419911601768,"chr5"
"177","chr5",1415716,0.711235775284494,0.804793904121918,0.877882442351153,0.105317893642127,"chr5"
"178","chr5",1924375,0.0551588968220635,0.0306993860122798,0.0373092538149237,0.757994840103198,"chr5"
"179","chr5",2505075,0.532379352412952,0.473080538389232,0.599938001239975,0.624817503649927,"chr5"
"180","chr5",2850316,0.151876962460751,0.306563868722626,0.521859562808744,0.284584308313834,"chr5"
"181","chr5",3608132,0.0616687666246675,0.112807743845123,0.122647547049059,0.105317893642127,"chr5"
"182","chr5",4242090,0.54889902201956,0.74437511249775,0.850902981940361,0.105317893642127,"chr5"
"183","chr5",4904471,0.313143737125258,0.539239215215696,0.722705545889082,0.911001779964401,"chr5"
"184","chr5",5761094,0.504039919201616,0.217355652886942,0.553628927421452,0.284584308313834,"chr5"
"185","chr5",6662097,0.164156716865663,0.0969280614387712,0.311483770324593,0.105317893642127,"chr5"
"186","chr5",7603851,0.876752464950701,0.809213815723686,0.76962460750785,0.837253254934901,"chr5"
"187","chr5",8377528,0.149117017659647,0.31107377852443,0.483320333593328,0.284584308313834,"chr5"
"188","chr5",9157889,0.341553168936621,0.49835003299934,0.585298294034119,0.504419911601768,"chr5"
"189","chr5",10156966,0.428071438571229,0.151006979860403,0.0959780804383912,0.757994840103198,"chr5"
"190","chr5",11260732,0.00997980040399192,0.0718385632287354,0.23747525049499,0.284584308313834,"chr5"
"191","chr5",12358261,0.667856642867143,0.54859902801944,0.443391132177356,0.757994840103198,"chr5"
"192","chr5",13142769,0.0575888482230356,0.0368692626147477,0.0785684286314274,0.837253254934901,"chr5"
"193","chr5",14142028,0.396692066158677,0.29637407251855,0.138847223055539,0.624817503649927,"chr5"
"194","chr5",15662271,0.798614027719446,0.844813103737925,0.815713685726285,0.624817503649927,"chr5"
"195","chr5",17402923,0.495670086598268,0.649517009659807,0.538179236415272,0.284584308313834,"chr5"
"196","chr5",18533687,0.0626087478250435,0.0728985420291594,0.218805623887522,0.105317893642127,"chr5"
"197","chr5",19171180,0.80387392252155,0.892862142757145,0.726635467290654,0.105317893642127,"chr5"
"198","chr5",19930054,0.5472490550189,0.419061618767625,0.321193576128477,0.284584308313834,"chr5"
"199","chr5",20485273,0.818963620727585,0.683266334673307,0.601257974840503,0.624817503649927,"chr5"
"200","chr5",20951862,0.980270394592108,0.992470150596988,0.989660206795864,0.837253254934901,"chr5"
"201","chr5",21488863,0.771664566708666,0.516879662406752,0.436191276174477,0.00292994140117198,"chr5"
"202","chr5",21875798,0.53369932601348,0.567028659426811,0.74842503149937,0.911001779964401,"chr5"
"203","chr5",22466734,0.369732605347893,0.131607367852643,0.178216435671287,0.624817503649927,"chr5"
"204","chr5",23011521,0.481560368792624,0.366542669146617,0.604737905241895,0.504419911601768,"chr5"
"205","chr5",23519447,0.125547489050219,0.0817383652326953,0.159366812663747,0.284584308313834,"chr5"
"206","chr5",24160301,0.849103017939641,0.728445431091378,0.638717225655487,0.504419911601768,"chr5"
"207","chr5",24463454,0.356272874542509,0.296794064118718,0.464970700585988,0.624817503649927,"chr5"
"208","chr5",24905789,0.0325293494130117,0.0295794084118318,0.115847683046339,0.837253254934901,"chr5"
"209","chr5",25505283,0.116777664446711,0.110547789044219,0.149417011659767,0.0198296034079318,"chr5"
"210","chr5",26100904,0.918401631967361,0.800063998720026,0.70482590348193,0.757994840103198,"chr5"
"211","chr5",26477291,0.834743305133897,0.782044359112818,0.765254694906102,0.911001779964401,"chr5"
"212","chr5",26867329,0.796134077318454,0.823693526129477,0.744665106697866,0.911001779964401,"chr5"
"213","chr5",27098062,0.958020839583208,0.825743485130297,0.48940021199576,0.504419911601768,"chr5"
"214","chr5",27435000,0.756164876702466,0.753504929901402,0.679306413871723,0.837253254934901,"chr5"
"215","chr5",27936623,0.409681806363873,0.156196876062479,0.365562688746225,0.105317893642127,"chr5"
"216","chr5",28502376,0.25147497050059,0.0900981980360393,0.0305693886122278,0.105317893642127,"chr5"
"217","chr5",28934129,0.899012019759605,0.860662786744265,0.911811763764725,0.284584308313834,"chr5"
"218","chr5",29287527,0.863982720345593,0.823483530329393,0.26457470850583,0.284584308313834,"chr5"
"219","chr5",29821550,0.617667646647067,0.786514269714606,0.806063878722426,0.105317893642127,"chr5"
"220","chr5",30286709,0.189486210275794,0.22472550548989,0.340503189936201,0.105317893642127,"chr5"
"221","chr5",30772204,0.128087438251235,0.0703885922281554,0.0956880862382752,0.0198296034079318,"chr5"
"222","chr5",31076453,0.614757704845903,0.234685306293874,0.367272654546909,0.284584308313834,"chr5"
"223","chr6",7223,0.904721905561889,0.918591628167437,0.924561508769825,0.0198296034079318,"chr6"
"224","chr6",1650727,0.28447431051379,0.263834723305534,0.582098358032839,0.624817503649927,"chr6"
"225","chr6",2784342,0.602087958240835,0.592348153036939,0.803003939921202,0.284584308313834,"chr6"
"226","chr6",4320213,0.997710045799084,0.998910021799564,0.99930001399972,0.757994840103198,"chr6"
"227","chr6",5421999,0.335133297334053,0.377262454750905,0.425721485570289,0.105317893642127,"chr6"
"228","chr6",6156731,0.777694446111078,0.610087798244035,0.626877462450751,0.757994840103198,"chr6"
"229","chr6",6488121,0.450380992380152,0.650436991260175,0.53409931801364,0.105317893642127,"chr6"
"230","chr6",6760444,0.888142237155257,0.894572108557829,0.879532409351813,0.284584308313834,"chr6"
"231","chr6",8249935,0.0636187276254475,0.107757844843103,0.418311633767325,0.504419911601768,"chr6"
"232","chr6",9205087,0.564548709025819,0.809793804123918,0.832623347533049,0.504419911601768,"chr6"
"233","chr6",10321879,0.988210235795284,0.9917501649967,0.988210235795284,0.105317893642127,"chr6"
"234","chr6",10832830,0.329743405131897,0.317653646927061,0.463820723585528,0.284584308313834,"chr6"
"235","chr6",11423818,0.982570348593028,0.914431711365773,0.412901741965161,0.757994840103198,"chr6"
"236","chr6",12027750,0.954040919181616,0.961020779584408,0.886162276754465,0.837253254934901,"chr6"
"237","chr6",12369872,0.839183216335673,0.704205915881682,0.362942741145177,0.504419911601768,"chr6"
"238","chr6",12977013,0.960670786584268,0.957970840583188,0.641807163856723,0.624817503649927,"chr6"
"239","chr6",13825086,0.562988740225196,0.130317393652127,0.00920981580368392,0.99970000599988,"chr6"
"240","chr6",14684754,0.138627227455451,0.0945281094378112,0.297394052118958,0.837253254934901,"chr6"
"241","chr6",16163410,0.351542969140617,0.340153196936061,0.147777044459111,0.284584308313834,"chr6"
"242","chr6",17888237,0.453240935181296,0.325603487930241,0.461010779784404,0.504419911601768,"chr6"
"243","chr6",19444203,0.79282414351713,0.682776344473111,0.735355292894142,0.624817503649927,"chr6"
"244","chr6",20216462,0.784514309713806,0.768134637307254,0.730485390292194,0.105317893642127,"chr6"
"245","chr6",20755487,0.960920781584368,0.546559068818624,0.656086878262435,0.624817503649927,"chr6"
"246","chr6",22041652,0.689556208875822,0.397632047359053,0.606987860242795,0.988680226395472,"chr6"
"247","chr6",22538717,0.45070098598028,0.50204995900082,0.106447871042579,0.504419911601768,"chr6"
"248","chr6",23044897,0.982190356192876,0.904931901361973,0.974940501189976,0.504419911601768,"chr6"
"249","chr6",23574261,0.99435011299774,0.975640487190256,0.99180016399672,0.837253254934901,"chr6"
"250","chr6",24811828,0.425161496770065,0.484540309193816,0.212445751084978,0.284584308313834,"chr6"
"251","chr6",25139271,0.173236535269295,0.0629187416251675,0.00456990860182796,0.977020459590808,"chr6"
"252","chr6",25505336,0.346923061538769,0.205095898082038,0.44140117197656,0.0198296034079318,"chr6"
"253","chr6",25851102,0.753384932301354,0.468190636187276,0.0627687446251075,0.757994840103198,"chr6"
"254","chr6",26298925,0.228185436291274,0.0389592208155837,0.0310693786124277,0.284584308313834,"chr6"
"255","chr6",26726655,0.0122597548049039,0.00223995520089598,0.00412991740165197,0.0198296034079318,"chr6"
"256","chr6",27359710,0.898442031159377,0.869882602347953,0.684966300673987,0.284584308313834,"chr6"
"257","chr6",28199159,0.95570088598228,0.792794144117118,0.903181936361273,0.284584308313834,"chr6"
"258","chr6",28660442,0.983870322593548,0.938301233975321,0.78742425151497,0.504419911601768,"chr6"
"259","chr6",29037172,0.312933741325174,0.107697846043079,0.199836003279934,0.0198296034079318,"chr6"
"260","chr6",29317260,0.996590068198636,0.983710325793484,0.983520329593408,0.105317893642127,"chr6"
"261","chr6",29630224,0.671906561868763,0.599328013439731,0.844373112537749,0.284584308313834,"chr6"
"262","chr6",30253479,0.0323993520129597,0.0232695346093078,0.0190396192076158,0.757994840103198,"chr6"
"263","chr6",30744252,0.902121957560849,0.671676566468671,0.531059378812424,0.284584308313834,"chr6"
"264","chr6",31050716,0.963530729385412,0.963340733185336,0.758454830903382,0.284584308313834,"chr6"
"265","chr7",21190,0.749615007699846,0.588988220235595,0.471870562588748,0.624817503649927,"chr7"
"266","chr7",372252,0.0668986620267595,0.103207935841283,0.0499690006199876,0.284584308313834,"chr7"
"267","chr7",813472,0.652236955260895,0.772054558908822,0.657336853262935,0.105317893642127,"chr7"
"268","chr7",1242406,0.0220595588088238,0.0334293314133717,0.116347673046539,0.0198296034079318,"chr7"
"269","chr7",1775702,0.873582528349433,0.808063838723226,0.81117377652447,0.837253254934901,"chr7"
"270","chr7",2441427,0.315693686126277,0.425421491570169,0.531859362812744,0.0198296034079318,"chr7"
"271","chr7",2793843,0.345373092538149,0.574248515029699,0.633937321253575,0.504419911601768,"chr7"
"272","chr7",3087951,0.243305133897322,0.175086498270035,0.147417051658967,0.757994840103198,"chr7"
"273","chr7",3445834,0.54844903101938,0.252934941301174,0.44105117897642,0.837253254934901,"chr7"
"274","chr7",3869030,0.458410831783364,0.645177096458071,0.376312473750525,0.284584308313834,"chr7"
"275","chr7",4582930,0.851952960940781,0.935441291174177,0.907591848163037,0.624817503649927,"chr7"
"276","chr7",5241905,0.423281534369313,0.53159936801264,0.256804863902722,0.624817503649927,"chr7"
"277","chr7",5722804,0.27807443851123,0.183866322673547,0.452610947781044,0.624817503649927,"chr7"
"278","chr7",6236949,0.739705205895882,0.663416731665367,0.643107137857243,0.105317893642127,"chr7"
"279","chr7",6850255,0.312243755124898,0.31062378752425,0.274004519909602,0.504419911601768,"chr7"
"280","chr7",7499907,0.0849183016339673,0.0196096078078438,0.0127297454050919,0.105317893642127,"chr7"
"281","chr7",7863730,0.640597188056239,0.409091818163637,0.267164656706866,0.624817503649927,"chr7"
